conversation,customer_sentiment
"hi sarah, i am trying to order a shirt, but i can't seem to get it shipped to my location. also, i need faster delivery options. my name is jane smith, and my email address is janesmith@gmail.com. i'm trying to order a shirt, and my location is in new york. no, i don't want a similar product. i want that specific shirt. also, i need faster delivery options. i need it urgently. no, i don't want a similar product. this is unacceptable. i need that shirt, and i need it urgently. i'm very disappointed with your service. okay, i'll do that. but i'm still not happy about this. no, that's all.",negative
"hi john, i recently placed an order for a ceiling fan, but i need to cancel it. can you help me with that? how long will it take to cancel the order? that would be great. can you please cancel the order as soon as possible? thank you, john. i appreciate your help. no, that's all. thank you again for your assistance.",neutral
"hi, i need to talk to someone about a return i made for a t-shirt. i was told i would be reimbursed for the courier charges, but i haven't received anything yet. sure, my order number is 12345678, and my name is jane doe. yes, i returned it through fedex, and the tracking number is 1234567890. thank you, sarah. i appreciate it. i was worried that i wouldn't get my money back. yes, it was $15. no, that's all. thank you for your assistance, sarah.",negative
"hi, i'm having trouble logging in to the brownbox mobile app using my mobile number to order a sandwich maker. sure, my mobile number is 123-456-7890. yes, i have. okay, i'm on the login page. alright, i've clicked on it. okay, i've entered my mobile number. okay, i've received the otp and entered it. yes, i am logged in now. thank you so much for your help. no, that's all. thank you again. you too. goodbye.",neutral
"hi sam, i placed an order for a water geyser yesterday, and i haven't received any confirmation yet. can you help me with that? yes, it's 123456. okay, thanks for letting me know. can you tell me how long it will take to ship? alright, i understand. can you also tell me what the different order statuses mean in 'my orders'? got it, thanks for explaining that to me. can you also tell me how i can track my order? okay, i will check that. thanks for your help, sam. no, that's all. thanks again.",neutral
"hi, rachel. i am trying to log in to the brownbox mobile app to purchase a headphone, but i am having trouble logging in with my mobile number. sure, my mobile number is 123-456-7890. it says, ""invalid mobile number or password."" i have checked and rechecked my mobile number and password, and they are correct. i am using version 2.0. okay, i will try that. it worked! i can log in now. thank you so much, rachel. no, that's all. thank you again. you too. goodbye.",neutral
"hello, i have an issue with a water geyser i purchased from brownbox. i received the water geyser, but it's not working correctly. i want to return it. what do you mean? i purchased it online, and it's not working. i should be able to return it. okay, i see. so, what's the replacement process? alright, let's troubleshoot it then. it's not heating the water at all. yes, i did that already. it's still not working. okay, thank you for your help. no, that's all. thank you for your assistance. thank you, you too. goodbye!",neutral
"hi, i have a question about the loyalty program and my loyalty points. sure, my name is john smith, and my email address is johnsmith@email.com. i recently purchased an induction cooktop, and i was wondering how many loyalty points i earned with that purchase. okay, that's good to know. can you please explain how the loyalty program works and how i can redeem my points? okay, that makes sense. can you please tell me how much discount i can get with 100 loyalty points? alright, thank you for explaining that to me, sarah. i have no other questions. thank you, sarah. have a great day too. goodbye!",neutral
"hello, i need assistance with accessing the warranty details for my oven toaster grill  that i purchased from brownbox. that would be great, rachel. thank you. yes, it's jane.doe@email.com. no, that's all. thank you for your help, rachel. thank you, rachel. goodbye!",neutral
"hi rachel, my name is john. i have a question about the loyalty program. i recently purchased a power bank from your website, and i was wondering how many loyalty points i earned for that purchase. okay, that's good to know. how do i redeem these points? that sounds great. how do i keep track of my points? alright, thanks for the information, rachel. no, that's all for now. thanks again for your help. you too, rachel. goodbye.",neutral
"hi sarah, i recently purchased a dishwasher from brownbox, and i was expecting it to qualify for free delivery, but i was charged for delivery. can you help me understand why that happened? oh, i see. i wasn't aware of that. is there anything i can do to get free delivery? that's helpful, thank you. can you tell me more about the weight and size criteria for free delivery? i understand. thank you for explaining that to me. i think i'll stick with the standard delivery option for now. no, that's all. thank you for your help. thank you, sarah. you too. goodbye.",neutral
"hi tom, i have been trying to login to my account to track my oven toaster grills  order, but i keep getting an error message. it says i have exceeded the attempts to enter the correct verification code. sure, my email address is xyz@gmail.com, and my order number is #987654321. yes, i have received it multiple times, but it still shows the same error message. my registered phone number is 1234567890. okay. yes, i received the password reset link. let me reset my password now. i have reset my password, and i can log in now. thank you for your help, tom. no, that's all. thank you again.",neutral
"hi jane, i am having trouble with the verification process for my smart watch. i am not receiving the otp or verification code on my mobile number or email. sure, my mobile number is  123-4567 and my email address is johndoe@email.com. okay. no, i have not. i used the same mobile number and email address that i used for my brownbox account. yes, my correct mobile number is  234-5678 and my email address is johndoe123@email.com. okay, let me try. it worked! i received the otp on my mobile number and email address. thank you for your help, jane. no, that's all for now. but i am not happy with the service. i had to wait for a long time to get my issue resolved. no, that's all. you too, jane. goodbye!",negative
"hi, i'm trying to purchase a vacuum cleaner from your website, but i can't seem to find any information about international shipping. can you help me with that? yes, i want to purchase the xyz vacuum cleaner, and i'm located in japan. that's disappointing. do you have any other vacuum cleaner models available for international shipping to japan? my budget is around $300, and i need a vacuum cleaner with a powerful motor and a hepa filter. sure, my email address is janedoe@email.com. no, that's all. but i'm not happy with the xyz vacuum cleaner being out of stock. i was really looking forward to purchasing it. no, that's all. thank you for your help.",negative
"hello, i want to return a washing machine that i received, but it is not the one i ordered. i ordered a front-loading washing machine, but i received a top-loading one instead. no, the outer box was intact, and there was no damage to it. sure, i'll be on hold. no, that's all. thank you for your help. thank you, you too. goodbye!",neutral
"hi, i was wondering if there are any faster delivery options for baby food? my name is john and my order number is 123456789. yes, please do that. yes, i would like to add that. no, that's all. thank you for your help. you too, goodbye.",neutral
"hi rachel. i am trying to log in to my account to buy a toy for my daughter, but it's asking me to verify my mobile number or email address. i don't understand why it's necessary. okay, but i have already verified my email address when i created the account. why do i need to verify it again? i see. but i don't have access to the mobile number that i used to create the account, and i can't verify it. what should i do? okay, that sounds good. how do i update my mobile number? alright, i will try that. thank you for your help, rachel. no, that's all. thank you again. you too. goodbye!",neutral
"hi jane, i received a t-shirt from your company, and it's damaged due to poor packaging. i want to return it. my order number is 7654321, and i want to return the t-shirt because it's damaged due to poor packaging. the t-shirt has a few holes in it, and the print is smudged. sure. yes, it's 123 main street, anytown, usa 12345. yes, can you tell me when i will receive the refund? okay, thank you for your help. you too. goodbye.",negative
"hi, i have a problem with my order. i ordered a water purifier from two different sellers, and i was supposed to get both of them delivered together, but i received only one package yesterday. sure. but i was supposed to get both packages together. why did you split the delivery? well, that's not what i was told when i placed the order. i specifically asked for both packages to be delivered together. yes, please. i need the water purifier urgently, and i can't wait for another two days. okay, that's good to hear. but i'm still not happy with the way this was handled. i had to contact you to find out what was going on, and i was given the wrong information when i placed the order. okay, thank you for your help, lisa. no, that's all. you too. goodbye.",negative
"hi, i recently received a replacement dishwasher from brownbox, and it's not working correctly. i need to claim the warranty on it. well, the dishwasher is not cleaning the dishes properly, and sometimes it makes a strange noise. no, i haven't. i didn't know that was something i needed to do. okay, i will try that and let you know. i cleaned the filters and spray arms, and the dishwasher is still not working correctly. okay, my email address is johndoe@email.com. okay, i will do that. thank you for your help. thank you, you too. goodbye!",neutral
"hi rachel, i would like to cancel an order for a mobile that i placed yesterday. i realized that i don't need it anymore. that's fine, rachel. please cancel the order as soon as possible. no, that's all. thank you for your help. thank you, rachel. you too. goodbye!",neutral
"hi, i recently received an oven toaster grills  from brownbox, but it's not working. i need to replace it as soon as possible. yes, sure. the otg is not heating up, and i tried all the troubleshooting steps mentioned in the manual. i think it's a defective piece, and i need a replacement as soon as possible. thank you, emily. that's great news. can you tell me how long it will take to receive the replacement otg? alright, emily. i understand. thank you for your help. is there anything else i need to do in the meantime? okay, emily. i will keep the defective otg and wait for your email. thank you for your assistance. thank you, emily. you too. goodbye.",neutral
"hi john, i wanted to check the status of my order. i ordered a power bank last week, and i haven't received any updates yet. okay, thank you. but when i checked my orders on the website, it shows a different status. it shows ""processing."" alright, thank you for letting me know. no, that's all. thank you, john. you too. goodbye!",neutral
"hi jane, i placed an order for a power bank a week ago, and i still haven't received it. can you please tell me when i can expect the delivery? what? why didn't anyone inform me about this earlier? i needed the power bank urgently, and now i have to wait for days. no, i just want to know when i can expect the delivery now. okay, that's fine. yes, please apply the discount. no, that's all. i hope you can ensure that the delivery is prompt this time. okay, bye.",negative
"yes, that's right. i returned the smart band through cod, and it's been over a week now, but i haven't received my refund yet. sure, my email address is johndoe@email.com, and my phone number is  123-4567. 10-14 days?! that's too long. i need the money urgently. can't you expedite the process? this is unacceptable. i need the money back in my account sooner. can i speak to your supervisor? no, that's all for now. okay, i'll keep that in mind. thank you for your help, ryan. you too. goodbye!",negative
"hi emily, i'm calling about my dishwasher order that was supposed to be delivered yesterday. i'm frustrated because it's already a day late, and i haven't received any updates about the delivery. yes, my order number is 12345678. can you please tell me when i can expect the delivery? okay, that's fine. can you please make sure that the delivery is made as soon as possible? no, that's all. goodbye.",negative
"hi sarah, this is alex. i placed an order for a power bank yesterday, and i wanted to check the order confirmation and status. okay, great. can you tell me when i can expect the order to be shipped? i didn't choose express shipping. so, i should expect the order to be shipped in 2-3 business days, right? no, that's all. thank you for your help, sarah. i appreciate your assistance, sarah. have a great day!",neutral
"hello, i need to deactivate my account for a bp monitor. i no longer need the bp monitor, and i want to close my account. sure, my email address is john.doe@email.com. i want to cancel the subscription and deactivate the account. okay, i understand. okay, i'll do that. how do i deactivate my account? alright, i'll do that. thank you for your assistance. no, that's all. thank you again. you too, goodbye.",neutral
"hi, i have an issue with my recent purchase of sunglasses from your website. yes, my order number is 87654321, and my name is john smith. yes, i was charged more than the listed price for the sunglasses on your website. there seems to be a billing discrepancy, and i want it resolved. sure. yes, that's fine. but i want to make sure that this doesn't happen again in the future. no, that's all. thank you for your help. okay, thank you.",negative
"hi sarah, i placed an order for a smart watch, and i want to confirm if it has been processed. great! thank you for checking that. no, that's all. thank you for your help. you too. goodbye!",neutral
"hi sarah, i'm calling to inquire about the replacement timeline for a coffee maker that i received yesterday. it's not working, and i need a replacement as soon as possible. my order number is 789012, and i purchased it on the 10th of this month. it's not turning on, no matter what i do. yes, i have. it's still not working. how long will it take? 3-5 business days? that's too long. i need the coffee maker urgently. yes, please do that. okay, that's better. thank you. no, that's all. thank you. okay, i'll keep an eye out for the emails. thank you.",negative
"hi john, i was browsing your website and noticed that there are different prices for the same book titled ""the art of washing machine"". can you explain why this is? the isbn is 978-3-16-148410-0. sure, i'll hold. i see. but why are the prices so different? i understand. but how can i be sure that i'm getting the best deal? okay, i'll do that. thanks for your help. no, that's all. thank you. thank you, you too. goodbye!",neutral
"hi sarah, i recently purchased an electric cooker from your website. i wanted to know how i can get in touch with the courier service providers associated with the seller? i'm not sure. i just want to know how to contact any of the courier service providers associated with the seller. okay, i'll try that. but what if i'm unable to reach the seller or they don't respond? that's great. thank you so much for your help, sarah. no, that's all for now. thank you again.",neutral
"hi sarah, i'm trying to change the email address linked to my account for an order of jeans that i placed last week. can you help me with that? my name is emily, and the email address currently linked to my account is emily123@gmail.com. yes, my mobile number is 1234567890, and the email address that i used during the account registration process is emily321@gmail.com. okay, let me check. the code is 1234. the new email address is emily_new@gmail.com. thank you so much for your help, sarah. you made the process so easy for me. no, that's all for now. thanks again. you too, sarah. goodbye!",neutral
"hi john, i'm trying to buy a headphone, but i'm not able to see the cash on delivery option. can you help me with that? sure, the product name is xyz headphone, and my email address is abc@gmail.com. oh, i see. but i prefer cash on delivery. can you make an exception for me? okay, i understand. can you guide me on how to make the payment through credit card? okay, got it. thank you for your assistance. no, that's all. thank you again.",neutral
"hi, i recently purchased a water geyser from your website, and i noticed that there is a mismatch in warranty terms between the website and the physical warranty card that came with the product. yes, unfortunately, i lost the warranty card. my email address is johndoe@email.com. yes, i received it. thank you for your prompt assistance. however, i'm still concerned about the mismatch in warranty terms. can you please help me with that? okay, that makes sense. thank you for clarifying that. no, that's all for now. thank you for your help. you too, goodbye!",neutral
"hi sarah, i recently purchased a television from your website, and i received an email asking me to verify my mobile number and email address. i'm not sure why i need to do this. i see. that makes sense. how do i verify my mobile number and email address? okay. i think i can do it myself. but why do i need to verify my mobile number and email address specifically for a television purchase? i understand. thank you for explaining it to me, sarah. no, that's all. thank you for your help.",neutral
"hi sarah, i'm john. i have an issue with my recent order. i returned a toy a few weeks ago, but i still haven't received the refund in my bank account. i don't have it with me right now, sarah. is there any other way you can check it? sure, my email address is john@email.com. that's unacceptable, sarah. i returned the toy almost a month ago, and i need the refund urgently. yes, that would be great, sarah. i hope it gets resolved soon. no, that's all. thank you for your help, sarah.",negative
"hi, i received a wrong pair of shoes from brownbox, and i want to return them. i received a pair of black sneakers, but i ordered a pair of white sneakers. i want to exchange them for the white ones. no, that's all. thank you for your assistance. you too. goodbye!",neutral
"hi sarah, i recently ordered an induction cooktop from your website, and i saw that there's an exchange offer going on. i want to know if i can avail of that discount. sure, it's #123456789. that's ridiculous! i didn't see the offer while placing the order, and now i'm supposed to pay the full amount. this is not fair. okay, please transfer my call. hi mark, i recently ordered an induction cooktop from your website, and i missed the exchange offer. i want to know if i can still avail of that discount. that's great! thank you so much, mark. no, that's all. thank you again for your help.",negative
"hi sarah, i am calling regarding my recent order for baby food. the status shows out for delivery, but i have not received it yet. can you help me with this? my order number is #123456789, and my email address is abc@gmail.com. this is unacceptable. i had planned my baby's meals based on the delivery date. what can you do to fix this? sure, the delivery address is 123 main street, and my contact number is 555-123-4567. no, that's all. i hope this gets resolved soon.",negative
"hi, i'm trying to purchase a hand blender from your website, but i'm having issues with receiving the otp or verification code. sure, my mobile number is 1234567890, and my email address is johndoe@email.com. yes, they are correct. i'm checking now... no, i still haven't received it. yes, my alternate email address is john.doe@email.com. yes, i see it now. thank you. yes, actually. i have a question about the warranty for the hand blender. how long is the warranty period, and what does it cover? okay, thank you for the information. no, that's all. thank you for your help.",negative
"hi john, i received the wrong item in my order. i ordered a laptop, but i received a tablet instead. sure, my order number is #987654321, and my email address is xyz@gmail.com. the model number is xyz123. the model number is abc456. no, that's all. but i'm worried about the refund. how long will it take for the refund to reflect in my account? no, that's all. thank you for your help.",neutral
"hi, i was trying to order a pair of shorts, but it says it's out of stock. when will it be available again? yes, it's the men's athletic shorts in black, size medium. sure, i'll hold. yes, please do that. how can i be notified? okay, my email is john.doe@email.com. no, that's all. thank you for your help. thanks, bye.",neutral
"hi john, i'm very frustrated. i received a notification that my oven toaster grills  was delivered, but i cannot find it. yes, i didn't receive it. i checked my porch and mailbox, but there was no package. i already checked with my neighbors and nearby stores, but no one has seen the package. i really need the otg for my upcoming party. can you expedite the investigation process? that's not good enough. i want my otg as soon as possible. alright, i guess i'll have to wait. can you please keep me updated on the investigation status? no, that's all. thank you for your help, john. thank you, you too. bye.",negative
"hi, i want to exchange a backpack i purchased from brownbox. i received the backpack, but it's not the one i ordered. i ordered a black backpack, but i received a blue one. yes, it is unused, and i have the original packaging. i would like to exchange it for the correct one. sure. i guess that would be okay. okay, i understand. thanks for your help. no, that's all. thanks again. thanks, you too. goodbye!",neutral
"hi, i recently purchased a pair of shorts from your website, and i'm having trouble installing them. will installing the shorts by brownbox impact the warranty? okay, that's good to know. can you guide me through the installation process? sure, it's 123456. yes, i have the manual. okay, i'm following the instructions, but i'm having trouble with step 3. i'm not able to fit the shorts properly. it's too tight. yes, i'm wearing the right size. yes, the drawstring is tight. let me loosen it. yes, it's much better now. thank you for your help. no, that's all. thank you again. you too. goodbye.",neutral
"hi john, i am calling about my recent laptop purchase. i received the laptop a few days ago, but i haven't received the invoice yet. i need the invoice for reimbursement purposes. can you help me with that? thank you, john. i appreciate your help. can you also confirm the payment method for my order? i used my credit card for the payment. no, that's all for now. thank you for your help, john. you too, john. goodbye!",neutral
"hi jane, i recently returned a laptop that i purchased from your website, and i received a return check. i'm not sure what it's for. sure. my order number is 789012 and i purchased it on the 15th of last month. what are the return fees? i wasn't aware of these fees. how much are they? that's a significant amount. can you explain why these fees were charged? i see. is there any way to waive these fees? yes, please do that. no, that's all. thank you for your assistance.",neutral
"hello, i need help determining the start date for the warranty of my computer monitor that i bought from brownbox. yes, my order number is 12345678, and my name is sarah johnson. no, it's working fine. i just wanted to know when the warranty period started, in case i need to use it later. okay, got it. thank you for clearing that up. no, that's all. thank you for your help.",neutral
"hi sarah, i am calling about an issue with the exchange offer for a bp monitor. i am trying to exchange my old monitor, but i am not getting the discount that was promised on the website. yes, it's a model xyz, and it's in good working condition. yes, it was a discount of $30. no, that's all. thank you for your help, sarah. thank you, sarah. goodbye!",negative
"hi, lisa. i need help with a return check and fee for a pair of shoes that i returned. the shoes didn't fit me well. what? i wasn't aware of any return fee. i see. can you help me with the return fee? that sounds fair. thank you. no, that's all for now. you too. goodbye!",neutral
"hi, i recently purchased an air cooler from your website, and i have some questions about the warranty terms. my order number is 7891011. i just wanted to know if there have been any changes to the warranty terms for this product. sure. yes, please. that's disappointing. can you explain how this change will impact my product? okay, i understand. is there anything else i should know about the warranty terms? alright, thanks for explaining that to me. i appreciate your help. no, that's all. thank you.",neutral
"hi emily, i'm calling because i haven't received my shirt yet. it's been a week since i placed my order. my shipping address is 123 main street and my email is johndoe@email.com. this is unacceptable. i needed the shirt for an event this weekend. can't you do anything to expedite the delivery? yes, i have checked with everyone, but there is no package. no, that's all. please make sure i receive the shirt soon. okay, thank you. you too, emily. goodbye!",negative
"hi rachel, i have an issue with my laptop that i purchased from your website. it's not working properly, and i need to claim the warranty for a replacement. my order number is 456789, and i purchased it on the 5th of last month. the laptop is not starting up, and the screen is blank. yes, i have tried restarting the laptop multiple times, but it's not working. can you guide me through the process over the phone, please? yes, that's fine. what is the next step after that? no, that's all. thank you for your help.",neutral
"hi sarah, i am calling because i am unable to click the 'cancel' button for my juicer/mixer/grinder that i recently purchased from your website. sure, my order number is 987654 and my email address is jane.doe@email.com. i would like to go for a replacement. okay, i am on the 'return or replace items' page. okay, i have submitted the request. what's next? okay, but what about the 'cancel' button? i still can't click it. alright, thank you so much for your help. no, that's all for now. thank you again. thank you. you too. goodbye!",neutral
"hi jane, i recently purchased an air conditioner from your website, and i want to know how i can schedule a pickup for it. yes, my order number is 789012. yes, it's 123 main street. okay, can you please tell me the address of the nearest store? okay, thank you for the information. can you please tell me what i need to bring with me when i drop off the air conditioner? okay, got it. thank you for your help, jane. no, that's all for now. thank you again for your help. you too, jane. goodbye!",neutral
"hi emily, i am a bit confused about the prices of a pair of shorts on your website. i noticed that the same shorts are listed at different prices on different pages. can you help me understand why? sure, the product is called ""men's active shorts,"" and i have seen them on the following pages: page1.com and page2.com. oh, i see. but why are they not on sale on page1.com? okay, i understand. is there any way i can get the discounted price on page1.com? that's great, thank you so much. can you please provide me with the code? thank you so much, emily. you have been very helpful. no, that's all. thank you again. thank you, emily. you too. goodbye!",neutral
"hi sarah, i'm having issues with the delivery of my air conditioner. it was supposed to be delivered yesterday, but the delivery person didn't show up. sure, my order number is #123456789, and my email address is abc@gmail.com. no, i didn't receive any notification. i was at home the entire day, and no one came to deliver it. my address is 123 main street, and i would prefer the delivery between 9 am to 12 pm. no, that's all. but i'm really disappointed that the delivery person didn't even attempt to deliver it again, and i had to call customer support to get it rescheduled. okay, thank you for your help.",negative
"hi sarah, i recently received my order for a sweatshirt, but i'm having trouble installing it. can you help me with the installation process? it's from your own brand, brownbox. no, i mean putting it on. i can't seem to figure out which way the sleeves go. okay, i found the tag. it says that the sweatshirt is made from 100% cotton and to machine wash it in cold water. i see. so, it's the customer's responsibility to install the sweatshirt correctly? no, that's okay. i think i've got it now. thank you for your help, sarah. thank you, sarah. goodbye.",neutral
"hi tom, i recently bought a pair of shorts from your website, but they don't fit me well. i want to return them. hi emily, i recently bought a pair of shorts from your website, but they don't fit me well. i want to return them. okay, please let me know. okay, i understand. can you help me with the return process? my email address is johndoe@email.com. okay, i received the email. do i need to pay any return fee? okay, thank you for your help, emily. no, that's all for now. you too. goodbye!",neutral
"hi sarah, i'm calling about my recent order delivery. i was supposed to receive a mobile yesterday, but the delivery was not attempted again after the first try. yes, it's 123456. yes, my address is 123 main street, anytown usa. no, there are no special instructions. the delivery person should be able to access my front door easily. okay, but i need the mobile urgently. can you expedite the delivery? this is unacceptable. i need the mobile today, and i'm very disappointed with your service. no, that's all for now. goodbye.",negative
"hi rachel, i'm calling to change the address for item pickup for a food processor i ordered. i accidentally entered the wrong address, and i need it to be picked up from a different location. sure, my order number is 789012 and the correct address is 1234 main street. okay, can you do that for me? fine, but please hurry. i need the food processor as soon as possible. my email address is john@example.com. okay, but i'm not happy with this. i need the food processor as soon as possible, and this delay is causing me a lot of inconvenience. no, that's all for now. i hope this issue is resolved soon. okay, goodbye.",negative
"hi, i'm having issues with my air conditioner return and refund. i returned it two weeks ago, and i haven't received my refund yet. can you help me with that? 48 hours? that's too long. i need my refund as soon as possible. i'm very frustrated with this situation. i used my visa credit card. okay, but i hope this gets resolved soon. no, that's all for now. just please keep me updated on the progress of my refund. thanks. you too.",negative
"hi rachel, my name is sarah. i recently purchased a wristwatch from your website and i'm wondering if there is any impact on warranty if the watch is installed by your company. it's a citizen eco-drive women's watch. that's great to hear. can you tell me more about the installation process? that sounds good. how do i schedule an installation appointment? okay, i'll do that. thank you for your help. no, that's all for now. thank you. you too. goodbye!",neutral
"hi alex, i recently purchased a laptop from your website, but unfortunately, it's not working correctly. i would like to return it and get a replacement. i received it last week. oh, i wasn't aware of that. what can i do then? the laptop is not turning on. i have tried everything, but it's not working. okay, that sounds good. can you please provide me with their contact information? no, that's all. thank you for your help.",neutral
"hi amy, i recently purchased an oven toaster grills  from your website and i'm interested in signing up for an extended warranty. can you guide me through the process? yes, it's 123456. i'm not sure. can you explain the options? i think i'll go with the standard warranty for one year. sure, my name is jane smith, my email address is janesmith@email.com, and my phone number is 123-456-7890. no, that's all. thank you for your help, amy. thank you, amy. goodbye.",neutral
"hi, sarah. i have an issue with my recent order. i received a diaper that was torn and damaged, and i want to return it. sure, it's 1234567890. yes, the courier executive was very rude and didn't handle the package carefully. he threw it on the ground, which resulted in the diaper being torn. the courier company is abc, and the executive's name is john. okay, thank you. how long will it take for the refund to be processed? alright, thank you for your help, sarah. no, that's all for now. thank you, sarah. goodbye.",negative
"hi john, i ordered an air cooler from your website, and i am not happy with the delivery speed. yes, that's the problem. it took two extra days to deliver, and i had to suffer in the heat. i understand, but i paid extra for the standard shipping speed, and i expected it to be delivered on time. okay, but i also want to know why i was charged extra for the standard shipping speed. oh, i see. i must have misunderstood the charges. thank you for clarifying that. no, that's all. thank you for your help.",negative
"hi sarah, this is jane. i have a question about my order for a kitchen chimney. i received an email that my order has been shipped, but i'm unable to track it. can you help me with that? but i need to track my order. how can i do that? i did check my email, but there's no tracking number mentioned. alright, i'll do that. but what if i don't receive my order within two days? okay, i hope i receive my order on time. no, that's all. thank you for your assistance. you too, sarah. goodbye.",negative
"hi jane, i'm alex. i placed an order for a bp monitor a week ago, and i haven't received any updates on the shipping. i was wondering if you could tell me the status of my package. what? that's ridiculous, jane. why wasn't i informed about this earlier? i need the bp monitor urgently, and i can't wait for two more weeks. this is unacceptable, jane. can you at least tell me if you offer international shipping for this product? i'm willing to pay extra for express delivery if that's an option. i'm located in canada. i guess that's better than waiting for two more weeks. but i'm not happy about the situation, jane. this is not how i expected to be treated as a customer. no, that's all. i just hope the bp monitor arrives on time. alright, thank you, jane.",negative
"hi jack, i am trying to log in to my account, but i am getting an error message that says i have exceeded the number of attempts to enter the correct verification code for my electric kettle. can you help me with that? my email address is johndoe@email.com, and my phone number is 123-456-7890. okay, thank you. what should i do if i face this issue again? okay, got it. thank you for your help. no, that's all. thank you again. thank you, jack. you too. goodbye!",neutral
"hi, i need help with my recent order. i received an inverter, but the package was already open and tampered with upon delivery. i want to return or exchange it. my name is rachel, and my order number is 987654321. okay, what are my options? i want to exchange it for a new one. no, i don't have the original packaging. okay, but i need the inverter urgently. can you expedite the process? that's great. thank you. no, that's all for now. goodbye.",negative
"hi, i'm interested in purchasing a washing machine from brownbox. can you help me with the order placement process? yes, it's the xyz model, sku number 123456. yes, please. okay, i've added it to my cart. what's next? alright, i've filled out all the necessary information. is there anything else i need to do? okay, i've placed the order. when can i expect to receive the washing machine? that's perfect. thank you for your help. no, that's all. thank you again.",positive
"hi jack, i received a backpack from brownbox, but it's not what i expected. i would like to return it and get a replacement. yes, that's correct. the backpack is smaller than the dimensions mentioned on your website, and the quality is not up to the mark. okay, i understand. can you please initiate the return and replacement process for me? sure, my shipping address is 456 elm street, anytown, usa. no, that's all. but i'm disappointed with the quality of the product and the delay in the replacement timeline. no, that's all. thank you for your help, jack. thank you, jack. you too. goodbye!",negative
"hi alex, i recently ordered a coffee maker from your website, and i received an email asking me to ship the item back to you. i don't understand why i'm being asked to do this. sure, it's #987654321. oh, i see. that makes sense. but why do i need to ship the item back to you? can't i just keep it? okay, i understand. but i'm not sure how to ship the item back to you. can you guide me through the process? i think i'll go with scheduling a pickup. how do i do that? okay, i'll do that. thank you for your help, alex. no, that's all. thank you again for your assistance.",neutral
"hi jane, i am extremely frustrated. i placed an order for an induction cooktop, and the delivery was made to the wrong address. this is unacceptable. i need the cooktop urgently, and i can't wait for long. how long will it take? this is really frustrating. i need the cooktop for my restaurant, and i am losing business because of the delay. no, i just want to know when i can expect the delivery. okay, please do that. no, that's it. thank you, bye.",negative
"hi, i'm having trouble logging in to my account on my tablet. it keeps asking me to verify my mobile number or email address, but i'm not sure how to do that. sure, my email address is johndoe@email.com, and my mobile number is 123-456-7890. yes, i received a text message with a verification code. do i need to enter that code somewhere? that would be great. i'm not sure where to enter the code. okay, i see it now. i've entered the code, and it says my account is verified. thank you so much for your help! no, that's all for now. thanks again! you too, goodbye!",neutral
"hi alex, i'm calling to inquire about the status of my refund for an air conditioner that i returned. my order number is 987654 and i purchased it on the 15th of last month. okay, let me check.  yes, i see the refund has been processed. thank you for your help, alex. no, that's all. thank you.",neutral
"hi, i was wondering if i could get expedited delivery for a headphone i want to purchase. yes, my name is john, and my email address is john@email.com. sure, the product name is bose quietcomfort 35 ii wireless headphones, and the delivery address is 1234 main st, anytown, usa. sure, please take your time. i think i'll go with the 2-day shipping option. yes, my credit card number is 1234-5678-9012-3456, and the expiration date is 12/23. no, that's all. thank you for your help. you too. bye.",neutral
"hi john, i recently purchased a pair of shorts from your website, and i need to change the email id linked to my account. can you guide me through the process? my mobile number is 1234567890, and my email address is johndoe@email.com. okay, thanks for letting me know. i tried doing that, but i am not able to update my email id. can you help me with that? yes, please. oh, i see. thank you for letting me know. i will update my email id on facebook and check if it syncs with my brownbox account. no, that's all. thank you for your help, john.",neutral
"hi, i need to return a printer that i received from brownbox. i would like to know how long it will take to get my refund. can you tell me how to return the printer? no, that's all. thank you for your help. thank you, you too. goodbye.",neutral
"hi rachel, i am calling to inquire about the process of claiming warranty for my vacuum cleaner. i lost my warranty card, and i don't know what to do. my order number is 789012, and i purchased it six months ago. yes, it was shipped to john doe, 123 main street, anytown, usa. it's not picking up dirt as well as it used to. yes, please. how long will it take? okay, that sounds good. will i need to pay for anything? alright, thank you for your help. you made it sound so easy. no, that's all. thank you.",negative
"hi jack, i placed an order for a pendrive a week ago, and it still hasn't arrived. i paid for standard shipping, and i was wondering why it's taking so long. that's ridiculous. i paid for shipping, and i expect my package to arrive on time. this is unacceptable. i need that pendrive for work, and i can't afford to wait any longer. can't you do something to speed up the delivery? that's much better. thank you for your help, jack. no, that's all for now. thank you again.",negative
"hi sarah, my name is john. i need to change the address for the pickup of my microwave oven. can you help me with that? yes, it's #123456. okay, please do that fast. i need to change it urgently. what?! this is ridiculous. i need to change the address. can't you do anything? yes, please transfer my call. i need this issue resolved urgently. yes, it's #123456. this is ridiculous. i need to change the address. can't you do anything? yes, please do that. i need to change the address urgently. no, that's all for now. thank you for your help, peter. thank you, peter. you too. goodbye.",negative
"hi rachel, my name is jane. i recently returned a tablet that i purchased from your website, and i received a return check that was less than the amount i paid. can you explain why that happened? sure, my order number is 123456 and i paid $500 for the tablet. i see. can you explain what a restocking fee is? okay, i understand. but i don't recall seeing anything about a restocking fee when i purchased the tablet. i see. is there anything i can do to avoid restocking fees in the future? alright, thank you for the explanation, rachel. no, that's all. thank you for your help.",neutral
